demand_index,time_slot,day_of_week,competition_pressure,operational_cost,seasonality_index,marketing_intensity,dynamic_price,time_slot_sin,time_slot_cos,day_of_week_sin,day_of_week_cos
64.0,12,3,0.79,134.93,1.03,0.72,295.6446117920786,0.43388373911755823,-0.900968867902419,0.43388373911755823,-0.900968867902419
13.0,14,8,1.6,135.14,0.66,0.515,148.42660571741436,1.2246467991473532e-16,-1.0,0.7818314824680296,0.6234898018587337
14.0,8,6,0.7994440767703508,201.84,0.53,0.31,186.3462051852351,0.9749279121818236,-0.22252093395631434,-0.7818314824680299,0.6234898018587334
38.0,13,1,0.04,86.61,0.57,0.15,231.84653897196415,0.2225209339563141,-0.9749279121818237,0.7818314824680298,0.6234898018587336
62.0,18,1,1.0,119.92,1.43,0.54,155.47046144429703,-0.7818314824680297,-0.6234898018587337,0.7818314824680298,0.6234898018587336
86.0,7,4,0.7994440767703508,143.41,1.25,1.26,452.5448034309652,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
6.0,19,8,0.89,137.23,1.12,-0.0,172.8091733005886,-0.900968867902419,-0.4338837391175583,0.7818314824680296,0.6234898018587337
21.0,19,6,0.75,116.09,0.63,0.48,159.3412491977557,-0.900968867902419,-0.4338837391175583,-0.7818314824680299,0.6234898018587334
123.0,22,8,0.17,178.94,0.83,1.18,463.9553557099709,-0.9749279121818238,0.22252093395631334,0.7818314824680296,0.6234898018587337
25.0,18,4,1.44,103.89,1.27,0.08,181.3760988220175,-0.7818314824680297,-0.6234898018587337,-0.433883739117558,-0.9009688679024191
73.5,6,7,0.96,128.86,1.37,0.15000000000000002,265.31542462039647,0.9749279121818236,0.22252093395631445,-2.4492935982947064e-16,1.0
122.0,3,2,1.28,119.41,0.59,0.22,349.7278245258818,0.6234898018587335,0.7818314824680298,0.9749279121818236,-0.22252093395631434
128.0,19,4,1.04,119.92,0.74,0.35,399.4310132352606,-0.900968867902419,-0.4338837391175583,-0.433883739117558,-0.9009688679024191
13.0,25,4,0.77,94.22,0.54,0.99,149.8763539966876,-0.6234898018587337,0.7818314824680297,-0.433883739117558,-0.9009688679024191
34.5,4,0,1.51,119.92,1.28,1.1,193.3645927863936,0.7818314824680298,0.6234898018587336,0.0,1.0
56.0,5,5,0.39,140.9,1.25,0.19,277.6258689097453,0.9009688679024191,0.4338837391175582,-0.9749279121818236,-0.2225209339563146
125.0,19,7,0.04,155.58,0.9955188679245284,0.09,458.4024342964779,-0.900968867902419,-0.4338837391175583,-2.4492935982947064e-16,1.0
112.25,6,6,1.28,214.16,1.0,0.69,146.73597571119703,0.9749279121818236,0.22252093395631445,-0.7818314824680299,0.6234898018587334
99.5,20,4,0.8,118.72,1.1,0.5833333333333333,117.45459390121242,-0.9749279121818236,-0.2225209339563146,-0.433883739117558,-0.9009688679024191
86.75,22,5,1.57,142.7,0.78,0.4766666666666667,115.63237383880391,-0.9749279121818238,0.22252093395631334,-0.9749279121818236,-0.2225209339563146
74.0,24,8,0.79,165.04,0.72,0.37,342.28488976776475,-0.7818314824680299,0.6234898018587334,0.7818314824680296,0.6234898018587337
101.0,13,4,0.7994440767703508,151.48,0.53,0.08,347.66608748835023,0.2225209339563141,-0.9749279121818237,-0.433883739117558,-0.9009688679024191
0.0,20,6,0.06,93.04,1.26,0.52,202.11342095136328,-0.9749279121818236,-0.2225209339563146,-0.7818314824680299,0.6234898018587334
40.0,23,0,0.06,140.14,1.17,0.97,334.58358175909774,-0.9009688679024193,0.43388373911755795,0.0,1.0
6.0,0,7,0.57,71.2,1.0,0.71,116.70775088695925,0.0,1.0,-2.4492935982947064e-16,1.0
81.0,12,3,0.26,134.4,0.85,0.45,345.11963006619067,0.43388373911755823,-0.900968867902419,0.43388373911755823,-0.900968867902419
121.0,20,2,1.51,109.29,1.0,1.2,398.34495761801975,-0.9749279121818236,-0.2225209339563146,0.9749279121818236,-0.22252093395631434
80.0,15,3,0.57,110.11,1.31,0.48,344.7186763047431,-0.22252093395631384,-0.9749279121818237,0.43388373911755823,-0.900968867902419
67.5,20,3,1.47,89.65,1.25,0.54,177.22164678854298,-0.9749279121818236,-0.2225209339563146,0.43388373911755823,-0.900968867902419
55.0,21,6,0.03,162.85,1.0,0.78,282.4853471831313,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334
110.0,23,5,1.59,137.82,0.99,0.24,326.25470496728667,-0.9009688679024193,0.43388373911755795,-0.9749279121818236,-0.2225209339563146
59.0,17,5,0.34,109.9,0.56,0.32666666666666666,383.5928892156026,-0.6234898018587338,-0.7818314824680296,-0.9749279121818236,-0.2225209339563146
8.0,25,6,0.85,80.81,0.87,0.41333333333333333,142.36096952644314,-0.6234898018587337,0.7818314824680297,-0.7818314824680299,0.6234898018587334
46.0,16,8,1.3,188.35,1.5,0.5,296.4826817994779,-0.433883739117558,-0.9009688679024191,0.7818314824680296,0.6234898018587337
84.0,20,4,0.16,83.34,0.67,1.24,332.7770902130015,-0.9749279121818236,-0.2225209339563146,-0.433883739117558,-0.9009688679024191
73.0,25,4,0.8,128.26,1.46,1.17,366.71666326259066,-0.6234898018587337,0.7818314824680297,-0.433883739117558,-0.9009688679024191
20.0,27,7,0.15,161.01,1.4,0.01,248.76737120892992,-0.22252093395631464,0.9749279121818235,-2.4492935982947064e-16,1.0
102.0,25,0,0.86,57.38,0.51,0.01,314.0170086208152,-0.6234898018587337,0.7818314824680297,0.0,1.0
116.0,20,2,1.27,43.75,1.08,0.21,369.1304401478423,-0.9749279121818236,-0.2225209339563146,0.9749279121818236,-0.22252093395631434
2.0,21,5,0.7994440767703508,53.7,0.89,1.1,166.43517306025765,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146
128.0,20,7,1.27,116.98,0.66,1.04,598.2635172022032,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0
88.0,20,2,0.08,87.5,0.9955188679245284,0.535,341.2512606934038,-0.9749279121818236,-0.2225209339563146,0.9749279121818236,-0.22252093395631434
78.66666666666667,5,7,1.11,96.92,1.46,0.03,120.77365026043086,0.9009688679024191,0.4338837391175582,-2.4492935982947064e-16,1.0
69.33333333333333,0,2,1.47,128.92,1.46,0.85,493.9733419188809,0.0,1.0,0.9749279121818236,-0.22252093395631434
60.0,22,2,0.65,131.88,1.12,0.55,281.3985731163064,-0.9749279121818238,0.22252093395631334,0.9749279121818236,-0.22252093395631434
49.0,12,5,0.04,93.19,1.0,0.63,305.8386009992004,0.43388373911755823,-0.900968867902419,-0.9749279121818236,-0.2225209339563146
78.0,7,5,0.93,73.95,0.93,0.71,34.31284455245341,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146
107.0,25,6,0.7994440767703508,80.85,0.9955188679245284,0.24,415.1029290254783,-0.6234898018587337,0.7818314824680297,-0.7818314824680299,0.6234898018587334
103.5,23,5,1.31,158.79,0.64,0.13,90.03938442914207,-0.9009688679024193,0.43388373911755795,-0.9749279121818236,-0.2225209339563146
100.0,18,2,0.7994440767703508,80.3,1.26,0.64,419.467829647804,-0.7818314824680297,-0.6234898018587337,0.9749279121818236,-0.22252093395631434
93.0,8,8,0.7994440767703508,88.71,1.06,1.07,367.3945871010925,0.9749279121818236,-0.22252093395631434,0.7818314824680296,0.6234898018587337
117.0,20,2,0.7994440767703508,140.86,0.87,0.64,402.82520790666985,-0.9749279121818236,-0.2225209339563146,0.9749279121818236,-0.22252093395631434
83.0,6,3,1.19,152.0,1.37,0.8,387.120294058597,0.9749279121818236,0.22252093395631445,0.43388373911755823,-0.900968867902419
7.0,13,8,1.42,75.4,1.22,0.97,122.53828336241276,0.2225209339563141,-0.9749279121818237,0.7818314824680296,0.6234898018587337
25.0,23,8,1.31,119.92,1.42,0.96,147.1068591054908,-0.9009688679024193,0.43388373911755795,0.7818314824680296,0.6234898018587337
1.0,20,8,0.28,143.72,1.22,0.23,232.29089980891655,-0.9749279121818236,-0.2225209339563146,0.7818314824680296,0.6234898018587337
0.0,24,0,0.19,91.33,1.08,0.335,204.65731132933612,-0.7818314824680299,0.6234898018587334,0.0,1.0
90.0,20,3,1.53,79.35,1.15,0.44,302.41076956285514,-0.9749279121818236,-0.2225209339563146,0.43388373911755823,-0.900968867902419
11.0,0,6,0.69,106.41,0.99,0.4,180.5222741381641,0.0,1.0,-0.7818314824680299,0.6234898018587334
30.0,21,0,1.45,126.34,0.87,0.83,287.45380136169354,-1.0,-1.8369701987210297e-16,0.0,1.0
49.0,11,7,0.7994440767703508,174.8,1.02,0.93,321.09510783303455,0.6234898018587339,-0.7818314824680295,-2.4492935982947064e-16,1.0
33.0,13,3,1.17,83.61,0.72,1.16,187.4308919466476,0.2225209339563141,-0.9749279121818237,0.43388373911755823,-0.900968867902419
0.0,11,6,1.41,167.46,1.39,0.43,171.7116067258507,0.6234898018587339,-0.7818314824680295,-0.7818314824680299,0.6234898018587334
14.0,7,6,0.71,86.27,1.42,1.09,175.6059978218015,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334
8.5,0,5,1.22,101.12,0.87,0.87,97.24816508131404,0.0,1.0,-0.9749279121818236,-0.2225209339563146
3.0,22,8,0.09,164.41,0.81,0.73,226.91214797284883,-0.9749279121818238,0.22252093395631334,0.7818314824680296,0.6234898018587337
73.0,22,8,0.7994440767703508,147.09,0.71,0.98,331.65921355287605,-0.9749279121818238,0.22252093395631334,0.7818314824680296,0.6234898018587337
60.5,7,4,1.28,119.92,0.82,1.2,274.2365994595023,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
48.0,18,7,0.67,119.92,1.13,1.19,289.8833789120092,-0.7818314824680297,-0.6234898018587337,-2.4492935982947064e-16,1.0
106.0,18,3,1.03,105.55,0.96,1.03,385.5124914752788,-0.7818314824680297,-0.6234898018587337,0.43388373911755823,-0.900968867902419
104.0,12,2,0.7994440767703508,145.02,1.31,0.27,426.658808251255,0.43388373911755823,-0.900968867902419,0.9749279121818236,-0.22252093395631434
113.0,21,4,0.67,187.32,0.53,0.25,392.26551923190056,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191
87.0,20,3,1.43,119.92,1.43,0.38,220.0464813911462,-0.9749279121818236,-0.2225209339563146,0.43388373911755823,-0.900968867902419
61.0,6,7,1.22,105.02,1.03,0.65,233.54530710045432,0.9749279121818236,0.22252093395631445,-2.4492935982947064e-16,1.0
79.0,20,7,0.58,193.93,1.13,1.02,318.5955257051846,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0
20.0,20,2,0.47,50.97,1.2,0.77,504.9840462103057,-0.9749279121818236,-0.2225209339563146,0.9749279121818236,-0.22252093395631434
39.0,20,3,0.7994440767703508,106.59,0.9955188679245284,1.27,311.3348328918103,-0.9749279121818236,-0.2225209339563146,0.43388373911755823,-0.900968867902419
56.0,19,7,0.6,135.71,0.61,0.6,246.05876280570288,-0.900968867902419,-0.4338837391175583,-2.4492935982947064e-16,1.0
98.0,9,5,1.41,215.78875000000002,0.63,0.865,333.1409798399864,0.9009688679024191,-0.43388373911755806,-0.9749279121818236,-0.2225209339563146
106.0,20,7,1.17,81.91,0.73,1.13,319.4176926085806,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0
18.0,24,3,0.71,118.66,1.47,0.72,250.8049629932293,-0.7818314824680299,0.6234898018587334,0.43388373911755823,-0.900968867902419
101.0,0,1,0.02,111.61,1.01,0.91,414.8621265349423,0.0,1.0,0.7818314824680298,0.6234898018587336
101.5,7,8,1.49,102.44,0.9955188679245284,0.66,95.92455550801056,1.0,6.123233995736766e-17,0.7818314824680296,0.6234898018587337
102.0,15,2,0.48,141.38,1.1,0.41,441.6966453852797,-0.22252093395631384,-0.9749279121818237,0.9749279121818236,-0.22252093395631434
96.0,8,5,0.61,41.65,1.37,0.38,131.74090881839115,0.9749279121818236,-0.22252093395631434,-0.9749279121818236,-0.2225209339563146
90.0,1,5,0.45,119.92,0.83,0.88,416.63760916359206,0.2225209339563144,0.9749279121818236,-0.9749279121818236,-0.2225209339563146
113.0,0,6,0.01,21.82,1.26,0.9533333333333334,326.13825185587325,0.0,1.0,-0.7818314824680299,0.6234898018587334
95.0,10,7,0.62,97.71,0.88,1.0266666666666668,330.2576378976663,0.7818314824680299,-0.6234898018587335,-2.4492935982947064e-16,1.0
99.0,16,5,1.34,125.62,1.17,1.1,333.4482092039207,-0.433883739117558,-0.9009688679024191,-0.9749279121818236,-0.2225209339563146
74.0,20,4,0.21,118.98,1.45,0.89,380.3441390264254,-0.9749279121818236,-0.2225209339563146,-0.433883739117558,-0.9009688679024191
49.0,15,3,1.09,100.52,0.84,0.4,179.7945757120289,-0.22252093395631384,-0.9749279121818237,0.43388373911755823,-0.900968867902419
44.0,27,0,1.37,101.33,0.97,1.16,232.0401266570366,-0.22252093395631464,0.9749279121818235,0.0,1.0
62.0,20,5,0.62,105.04,0.96,1.05,285.55965196714226,-0.9749279121818236,-0.2225209339563146,-0.9749279121818236,-0.2225209339563146
17.0,11,8,0.7994440767703508,150.45,0.93,0.21,278.3842444465599,0.6234898018587339,-0.7818314824680295,0.7818314824680296,0.6234898018587337
7.0,7,1,0.32,174.55,1.27,0.49,269.8893211935571,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
26.0,21,8,0.7994440767703508,123.84,0.63,0.6,197.02933004117227,-1.0,-1.8369701987210297e-16,0.7818314824680296,0.6234898018587337
57.33333333333333,1,4,0.7994440767703508,123.88,1.36,0.69,175.43387183305643,0.2225209339563144,0.9749279121818236,-0.433883739117558,-0.9009688679024191
88.66666666666666,21,4,0.7994440767703508,52.17,0.56,0.46,219.72657506207443,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191
120.0,20,4,0.77,82.16,1.3,1.02,339.9823771731061,-0.9749279121818236,-0.2225209339563146,-0.433883739117558,-0.9009688679024191
65.0,15,8,0.9,74.9,1.41,0.09,244.8056215889328,-0.22252093395631384,-0.9749279121818237,0.7818314824680296,0.6234898018587337
13.0,0,8,1.36,158.44,0.83,0.24,181.13042460560575,0.0,1.0,0.7818314824680296,0.6234898018587337
91.0,6,1,0.8,190.96,1.37,0.31,373.1734019100001,0.9749279121818236,0.22252093395631445,0.7818314824680298,0.6234898018587336
64.0,21,5,0.7994440767703508,143.05,0.63,0.38333333333333336,391.4359198376841,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146
52.666666666666664,3,1,0.74,79.1,0.61,0.45666666666666667,6.081919973692706,0.6234898018587335,0.7818314824680298,0.7818314824680298,0.6234898018587336
41.33333333333333,26,4,1.41,118.42,1.21,0.53,100.7216519994463,-0.4338837391175575,0.9009688679024194,-0.433883739117558,-0.9009688679024191
30.0,13,6,0.44,163.86,0.63,0.57,255.30794005627007,0.2225209339563141,-0.9749279121818237,-0.7818314824680299,0.6234898018587334
24.0,20,6,0.7994440767703508,132.91,0.62,0.97,151.69394817564233,-0.9749279121818236,-0.2225209339563146,-0.7818314824680299,0.6234898018587334
59.0,26,6,0.47,143.13,1.42,0.87,335.56188920269426,-0.4338837391175575,0.9009688679024194,-0.7818314824680299,0.6234898018587334
103.0,2,6,0.86,91.85,0.9955188679245284,1.09,340.8568972124178,0.4338837391175581,0.9009688679024191,-0.7818314824680299,0.6234898018587334
90.5,12,2,0.29,125.56,0.62,0.83,158.78398072651828,0.43388373911755823,-0.900968867902419,0.9749279121818236,-0.22252093395631434
78.0,27,0,1.43,71.33,0.9955188679245284,0.855,289.07145090031014,-0.22252093395631464,0.9749279121818235,0.0,1.0
85.0,12,7,0.01,148.38,1.03,0.88,406.35322178052246,0.43388373911755823,-0.900968867902419,-2.4492935982947064e-16,1.0
8.0,27,7,1.16,60.46,1.07,0.79,120.94414010138787,-0.22252093395631464,0.9749279121818235,-2.4492935982947064e-16,1.0
81.0,10,2,0.16,102.2,1.17,0.13,349.141753182259,0.7818314824680299,-0.6234898018587335,0.9749279121818236,-0.22252093395631434
57.0,12,6,0.7994440767703508,101.15,1.11,0.135,297.36606631318955,0.43388373911755823,-0.900968867902419,-0.7818314824680299,0.6234898018587334
89.0,21,5,1.35,92.94,0.69,0.14,231.76557498721468,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146
99.0,19,1,1.53,152.16,0.63,0.02,143.98649974234684,-0.900968867902419,-0.4338837391175583,0.7818314824680298,0.6234898018587336
109.0,20,3,0.7994440767703508,60.68,1.46,0.6,360.4931522033102,-0.9749279121818236,-0.2225209339563146,0.43388373911755823,-0.900968867902419
76.0,0,7,1.19,81.21,0.93,1.02,306.1046760885188,0.0,1.0,-2.4492935982947064e-16,1.0
43.0,16,3,0.61,127.92,1.47,1.01,329.3858396130942,-0.433883739117558,-0.9009688679024191,0.43388373911755823,-0.900968867902419
8.0,4,8,0.51,98.75,0.8,0.46,206.64076882564004,0.7818314824680298,0.6234898018587336,0.7818314824680296,0.6234898018587337
68.0,20,2,0.7994440767703508,120.01,0.61,0.26,278.5695390670157,-0.9749279121818236,-0.2225209339563146,0.9749279121818236,-0.22252093395631434
74.0,6,3,0.2,157.52,0.77,0.06,303.22240026103697,0.9749279121818236,0.22252093395631445,0.43388373911755823,-0.900968867902419
75.0,2,0,0.7994440767703508,90.51,0.95,0.38,140.07719063204365,0.4338837391175581,0.9009688679024191,0.0,1.0
76.0,20,2,0.5,88.58,0.9955188679245284,0.79,283.2430744933868,-0.9749279121818236,-0.2225209339563146,0.9749279121818236,-0.22252093395631434
19.0,20,5,1.39,87.89,0.71,0.72,164.55512674864303,-0.9749279121818236,-0.2225209339563146,-0.9749279121818236,-0.2225209339563146
123.0,18,5,1.02,199.81,0.92,0.77,482.3579216120508,-0.7818314824680297,-0.6234898018587337,-0.9749279121818236,-0.2225209339563146
105.0,16,7,0.3,110.93,1.38,0.43,430.0251381127303,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0
87.0,4,6,1.33,178.58,0.84,0.42333333333333334,331.98477159605466,0.7818314824680298,0.6234898018587336,-0.7818314824680299,0.6234898018587334
13.0,7,2,1.03,90.35,0.9955188679245284,0.41666666666666663,211.35134924766328,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
106.0,7,6,0.7994440767703508,162.61,0.71,0.41,350.4810889647022,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334
113.0,5,6,0.11,136.21,1.38,1.0,482.279294396207,0.9009688679024191,0.4338837391175582,-0.7818314824680299,0.6234898018587334
89.5,20,5,1.18,104.45,1.37,1.11,317.04643020605766,-0.9749279121818236,-0.2225209339563146,-0.9749279121818236,-0.2225209339563146
66.0,20,3,0.5,135.12,0.56,1.2000000000000002,216.20241213922685,-0.9749279121818236,-0.2225209339563146,0.43388373911755823,-0.900968867902419
128.0,15,2,1.43,112.22,0.9955188679245284,1.29,378.82183084318496,-0.22252093395631384,-0.9749279121818237,0.9749279121818236,-0.22252093395631434
78.0,18,2,0.63,114.66,0.85,0.81,387.5481780894602,-0.7818314824680297,-0.6234898018587337,0.9749279121818236,-0.22252093395631434
76.0,2,8,1.27,119.92,0.93,0.69,242.74031891748552,0.4338837391175581,0.9009688679024191,0.7818314824680296,0.6234898018587337
5.0,0,8,0.7994440767703508,175.86,0.87,0.85,210.9149000207972,0.0,1.0,0.7818314824680296,0.6234898018587337
23.0,18,1,0.7994440767703508,91.4,1.2,1.01,227.9734083116525,-0.7818314824680297,-0.6234898018587337,0.7818314824680298,0.6234898018587336
87.0,20,8,0.9,167.24,0.71,1.2,359.7596879903132,-0.9749279121818236,-0.2225209339563146,0.7818314824680296,0.6234898018587337
2.0,12,1,1.33,140.3,0.73,0.08,180.8677347962387,0.43388373911755823,-0.900968867902419,0.7818314824680298,0.6234898018587336
54.0,20,3,0.9,173.5,1.37,0.62,298.8851999906661,-0.9749279121818236,-0.2225209339563146,0.43388373911755823,-0.900968867902419
106.0,8,4,0.39,142.94,1.11,0.97,421.7904550653263,0.9749279121818236,-0.22252093395631434,-0.433883739117558,-0.9009688679024191
2.0,19,7,0.7994440767703508,99.47,0.59,0.9299999999999999,171.11055200025191,-0.900968867902419,-0.4338837391175583,-2.4492935982947064e-16,1.0
19.0,13,2,0.35,102.03,1.42,0.89,241.9323743567267,0.2225209339563141,-0.9749279121818237,0.9749279121818236,-0.22252093395631434
43.0,27,6,0.36,135.52,1.25,0.63,282.4888525395397,-0.22252093395631464,0.9749279121818235,-0.7818314824680299,0.6234898018587334
51.0,8,1,1.37,138.38,0.87,0.505,201.4619269786294,0.9749279121818236,-0.22252093395631434,0.7818314824680298,0.6234898018587336
121.0,10,4,0.7994440767703508,144.68,1.47,0.38,455.58854413933216,0.7818314824680299,-0.6234898018587335,-0.433883739117558,-0.9009688679024191
103.0,17,1,0.7994440767703508,88.95,1.1,0.86,390.822611164584,-0.6234898018587338,-0.7818314824680296,0.7818314824680298,0.6234898018587336
89.0,10,6,1.09,188.49,1.24,0.54,420.05207585078153,0.7818314824680299,-0.6234898018587335,-0.7818314824680299,0.6234898018587334
57.0,19,7,0.36,94.43,1.15,0.445,331.2356037684048,-0.900968867902419,-0.4338837391175583,-2.4492935982947064e-16,1.0
79.0,27,8,1.01,177.55,1.48,0.35,140.2880019947823,-0.22252093395631464,0.9749279121818235,0.7818314824680296,0.6234898018587337
101.0,20,7,0.57,191.13,1.08,0.6,415.88383954975575,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0
90.0,19,2,0.7994440767703508,128.49,0.6,0.08,84.22900789301666,-0.900968867902419,-0.4338837391175583,0.9749279121818236,-0.22252093395631434
79.0,12,2,0.7994440767703508,134.49,1.09,0.555,316.1219605382556,0.43388373911755823,-0.900968867902419,0.9749279121818236,-0.22252093395631434
42.5,13,8,0.06,119.92,0.8,1.03,110.5371457639098,0.2225209339563141,-0.9749279121818237,0.7818314824680296,0.6234898018587337
6.0,21,0,0.7994440767703508,163.88,0.69,0.03,151.54363790623503,-1.0,-1.8369701987210297e-16,0.0,1.0
26.5,0,5,0.43,98.98,1.37,0.17,111.32729152221036,0.0,1.0,-0.9749279121818236,-0.2225209339563146
47.0,20,4,0.34,98.93,0.96,0.42500000000000004,215.0438658337515,-0.9749279121818236,-0.2225209339563146,-0.433883739117558,-0.9009688679024191
47.75,27,2,0.05,66.74,0.94,0.68,148.8025830024402,-0.22252093395631464,0.9749279121818235,0.9749279121818236,-0.22252093395631434
48.5,20,0,0.66,113.08,0.6,1.18,149.94004598262356,-0.9749279121818236,-0.2225209339563146,0.0,1.0
49.25,26,0,1.53,174.08,0.71,1.19,137.2881214294069,-0.4338837391175575,0.9009688679024194,0.0,1.0
50.0,23,3,0.7994440767703508,97.51,0.65,0.01,278.8372472434161,-0.9009688679024193,0.43388373911755795,0.43388373911755823,-0.900968867902419
49.0,4,6,1.37,106.42,0.57,0.75,248.6513244146589,0.7818314824680298,0.6234898018587336,-0.7818314824680299,0.6234898018587334
91.0,27,4,0.2,127.52,1.25,0.545,345.415740640649,-0.22252093395631464,0.9749279121818235,-0.433883739117558,-0.9009688679024191
39.0,2,1,0.7994440767703508,106.24,1.42,0.34,301.3187216346631,0.4338837391175581,0.9009688679024191,0.7818314824680298,0.6234898018587336
10.0,10,1,0.7994440767703508,136.42,1.18,0.86,266.16909903794675,0.7818314824680299,-0.6234898018587335,0.7818314824680298,0.6234898018587336
128.0,11,8,0.7994440767703508,78.97,1.49,0.655,408.92218656882943,0.6234898018587339,-0.7818314824680295,0.7818314824680296,0.6234898018587337
39.0,2,6,0.63,153.14,1.25,0.45,321.0689983208681,0.4338837391175581,0.9009688679024191,-0.7818314824680299,0.6234898018587334
54.0,3,3,0.88,121.39,0.85,0.8300000000000001,598.2635172022032,0.6234898018587335,0.7818314824680298,0.43388373911755823,-0.900968867902419
67.5,25,6,1.55,134.47,0.72,1.21,142.08453687010643,-0.6234898018587337,0.7818314824680297,-0.7818314824680299,0.6234898018587334
81.0,18,3,0.64,121.18,0.63,0.67,342.0346875938426,-0.7818314824680297,-0.6234898018587337,0.43388373911755823,-0.900968867902419
61.0,22,1,0.47,119.92,1.21,0.59,320.56683282077285,-0.9749279121818238,0.22252093395631334,0.7818314824680298,0.6234898018587336
32.5,8,6,0.53,91.43,1.1,0.59,124.1942761926783,0.9749279121818236,-0.22252093395631434,-0.7818314824680299,0.6234898018587334
4.0,23,8,1.2,152.78,0.9955188679245284,0.38,157.93420165578178,-0.9009688679024193,0.43388373911755795,0.7818314824680296,0.6234898018587337
88.0,21,6,0.7994440767703508,175.65,1.02,0.86,440.5243747232859,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334
87.0,22,6,1.13,134.19,1.07,0.36,356.73948072402027,-0.9749279121818238,0.22252093395631334,-0.7818314824680299,0.6234898018587334
67.0,25,2,0.61,120.8,1.21,0.44,301.68288009010985,-0.6234898018587337,0.7818314824680297,0.9749279121818236,-0.22252093395631434
51.5,20,3,0.07,86.3,1.31,0.41,173.89616498144557,-0.9749279121818236,-0.2225209339563146,0.43388373911755823,-0.900968867902419
36.0,25,1,0.7994440767703508,72.84,0.69,0.31,251.813691626924,-0.6234898018587337,0.7818314824680297,0.7818314824680298,0.6234898018587336
77.0,20,1,0.59,104.59,1.22,0.56,318.98375066465445,-0.9749279121818236,-0.2225209339563146,0.7818314824680298,0.6234898018587336
46.0,18,4,1.51,119.92,1.28,0.04,143.02775138598375,-0.7818314824680297,-0.6234898018587337,-0.433883739117558,-0.9009688679024191
119.0,20,0,0.7994440767703508,126.81,0.51,0.61,401.100549626877,-0.9749279121818236,-0.2225209339563146,0.0,1.0
48.0,24,0,0.69,130.53,1.14,1.26,263.360542327454,-0.7818314824680299,0.6234898018587334,0.0,1.0
62.0,9,6,0.03,127.35,0.54,0.18,268.3602521986156,0.9009688679024191,-0.43388373911755806,-0.7818314824680299,0.6234898018587334
55.0,8,1,0.7994440767703508,84.04,0.93,0.72,201.09349037181775,0.9749279121818236,-0.22252093395631434,0.7818314824680298,0.6234898018587336
70.0,10,0,1.13,90.57,0.83,0.67,217.5280056193291,0.7818314824680299,-0.6234898018587335,0.0,1.0
70.5,20,6,1.12,143.54,0.88,0.2,105.39424166224585,-0.9749279121818236,-0.2225209339563146,-0.7818314824680299,0.6234898018587334
71.0,9,1,0.7994440767703508,91.17,1.24,0.86,363.7602613330548,0.9009688679024191,-0.43388373911755806,0.7818314824680298,0.6234898018587336
19.0,12,8,0.99,117.82,1.23,0.27,412.2670329756649,0.43388373911755823,-0.900968867902419,0.7818314824680296,0.6234898018587337
1.0,20,7,0.7994440767703508,119.92,0.56,0.24,159.09659826113142,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0
117.0,11,1,1.53,119.92,0.85,0.84,396.7517599914065,0.6234898018587339,-0.7818314824680295,0.7818314824680298,0.6234898018587336
84.0,20,8,0.7994440767703508,160.97,0.91,0.59,431.7710442125602,-0.9749279121818236,-0.2225209339563146,0.7818314824680296,0.6234898018587337
113.0,7,6,1.34,135.08,1.03,1.13,453.66145944982975,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334
84.0,12,3,0.7994440767703508,58.26,0.87,0.01,46.84890737641473,0.43388373911755823,-0.900968867902419,0.43388373911755823,-0.900968867902419
55.0,11,1,0.7994440767703508,56.57,1.24,0.95,309.1575879951186,0.6234898018587339,-0.7818314824680295,0.7818314824680298,0.6234898018587336
59.0,20,1,1.41,107.37,0.94,0.84,247.62144716679285,-0.9749279121818236,-0.2225209339563146,0.7818314824680298,0.6234898018587336
12.0,12,8,0.7994440767703508,170.96,1.25,0.03,303.6584521914866,0.43388373911755823,-0.900968867902419,0.7818314824680296,0.6234898018587337
